"Complex condition","Boolean expressions should not be too deeply nested. Naming intermediate results as local variables will make the logic easier to read and understand.","recommendation","Complex condition: too many logical operations in this expression.","/Ribosoft/CandidateGeneration/CandidateGeneration.cs","861","21","863","46"
"Use of default ToString()","Calling the default implementation of 'ToString' returns a value that is unlikely to be what you expect.","warning","Default 'ToString()': [[""BlastParameters""|""relative:///Ribosoft/Blast/BlastParameters.cs:7:18:7:32""]] inherits 'ToString()' from 'Object', and so is not suitable for printing.","/Ribosoft/Blast/Blaster.cs","380","24","380","38"
"Use of default ToString()","Calling the default implementation of 'ToString' returns a value that is unlikely to be what you expect.","warning","Default 'ToString()': [[""BlastParameters""|""relative:///Ribosoft/Blast/BlastParameters.cs:7:18:7:32""]] inherits 'ToString()' from 'Object', and so is not suitable for printing.","/Ribosoft/Blast/Blaster.cs","395","33","395","42"
"Use of default ToString()","Calling the default implementation of 'ToString' returns a value that is unlikely to be what you expect.","warning","Default 'ToString()': [[""BlastParameters""|""relative:///Ribosoft/Blast/BlastParameters.cs:7:18:7:32""]] inherits 'ToString()' from 'Object', and so is not suitable for printing.","/Ribosoft/Jobs/GenerateCandidates.cs","700","39","700","53"
"Redundant ToString() call","Explicit calls to `ToString()` can be removed when the call appears in a context where an implicit conversion exists.","recommendation","Redundant call to 'ToString' on a String object.","/Ribosoft/Controllers/JobsController.cs","892","87","892","101"
"Redundant ToString() call","Explicit calls to `ToString()` can be removed when the call appears in a context where an implicit conversion exists.","recommendation","Redundant call to 'ToString' on a String object.","/Ribosoft/Controllers/JobsController.cs","907","87","907","101"
"Redundant ToString() call","Explicit calls to `ToString()` can be removed when the call appears in a context where an implicit conversion exists.","recommendation","Redundant call to 'ToString' on a String object.","/Ribosoft/Controllers/JobsController.cs","921","87","921","101"
"Redundant ToString() call","Explicit calls to `ToString()` can be removed when the call appears in a context where an implicit conversion exists.","recommendation","Redundant call to 'ToString' on a String object.","/Ribosoft/Extensions/HtmlHelperExtensions.cs","97","23","97","48"
"Equality check on floating point values","Comparing results of floating-point computations with '==' or '!=' is likely to yield surprising results since floating-point computation does not follow the standard rules of algebra.","warning","Equality checks on floating point values can yield unexpected results.","/Ribosoft/MultiObjectiveOptimization/MultiObjectiveOptimization.cs","235","25","235","42"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/CandidateGeneration/CandidateGeneration.cs:535:33:535:60""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/CandidateGeneration/CandidateGeneration.cs","533","25","541","25"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/CandidateGeneration/CandidateGeneration.cs:711:21:711:50""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/CandidateGeneration/CandidateGeneration.cs","709","13","755","13"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/CandidateGeneration/CandidateGeneration.cs:811:33:811:52""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/CandidateGeneration/CandidateGeneration.cs","809","25","824","25"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Controllers/JobsController.cs:892:29:892:102""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Controllers/JobsController.cs","890","21","896","21"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Controllers/JobsController.cs:907:29:907:102""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Controllers/JobsController.cs","905","21","911","21"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Controllers/JobsController.cs:921:29:921:102""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Controllers/JobsController.cs","919","21","925","21"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Extensions/HtmlHelperExtensions.cs:75:21:76:96""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Extensions/HtmlHelperExtensions.cs","73","13","80","13"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Program.cs:59:25:59:49""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Program.cs","57","17","63","17"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/Program.cs:67:25:67:68""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/Program.cs","65","17","71","17"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/ValidationAttributes/RepeatNotationsAttribute.cs:46:21:46:48""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/ValidationAttributes/RepeatNotationsAttribute.cs","44","13","50","13"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs:101:20:101:55""]] - consider filtering the sequence explicitly using '.Where(...)'.","/Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs","99","13","105","13"
"Missed opportunity to use Where","The intent of a foreach loop that implicitly filters its target sequence can often be better expressed using LINQ's 'Where' method.","recommendation","This foreach loop [[""implicitly filters its target sequence""|""relative:///RibosoftAlgo.Tests/CppTestWrapper.cs:72:21:72:80""]] - consider filtering the sequence explicitly using '.Where(...)'.","/RibosoftAlgo.Tests/CppTestWrapper.cs","70","13","76","13"
"Missed opportunity to use Select","The intent of a foreach loop that immediately maps its iteration variable to another variable and then never uses the iteration variable again can often be better expressed using LINQ's 'Select' method.","recommendation","This foreach loop immediately [[""maps its iteration variable to another variable""|""relative:///Ribosoft/CandidateGeneration/CandidateGeneration.cs:716:21:716:74""]] - consider mapping the sequence explicitly using '.Select(...)'.","/Ribosoft/CandidateGeneration/CandidateGeneration.cs","714","17","754","17"
"Missed opportunity to use Select","The intent of a foreach loop that immediately maps its iteration variable to another variable and then never uses the iteration variable again can often be better expressed using LINQ's 'Select' method.","recommendation","This foreach loop immediately [[""maps its iteration variable to another variable""|""relative:///Ribosoft/Controllers/AdminController.cs:307:25:307:76""]] - consider mapping the sequence explicitly using '.Select(...)'.","/Ribosoft/Controllers/AdminController.cs","305","21","312","21"
"Missed opportunity to use Select","The intent of a foreach loop that immediately maps its iteration variable to another variable and then never uses the iteration variable again can often be better expressed using LINQ's 'Select' method.","recommendation","This foreach loop immediately [[""maps its iteration variable to another variable""|""relative:///Ribosoft/Controllers/RibozymesController.cs:102:21:111:22""]] - consider mapping the sequence explicitly using '.Select(...)'.","/Ribosoft/Controllers/RibozymesController.cs","100","17","115","17"
"Missed opportunity to use Select","The intent of a foreach loop that immediately maps its iteration variable to another variable and then never uses the iteration variable again can often be better expressed using LINQ's 'Select' method.","recommendation","This foreach loop immediately [[""maps its iteration variable to another variable""|""relative:///Ribosoft/Jobs/GenerateCandidates.cs:704:17:704:46""]] - consider mapping the sequence explicitly using '.Select(...)'.","/Ribosoft/Jobs/GenerateCandidates.cs","702","13","713","13"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","39","40","39","56"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","47","40","47","57"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","60","40","60","52"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","73","40","73","45"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","83","40","83","43"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","91","36","91","51"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","100","40","100","55"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","107","36","107","56"
"Unmanaged code","Finds ""extern"" methods, implemented by unmanaged code.","recommendation","Minimise the use of unmanaged code.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","117","40","117","48"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Controllers/AssembliesController.cs","97","37","97","83"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Controllers/AssembliesController.cs","617","24","617","63"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Controllers/AssembliesController.cs","93","38","93","100"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","145","70","145","116"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","185","40","185","86"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","241","31","243","69"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","355","35","355","72"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","358","26","358","62"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","486","24","486","63"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","519","32","519","78"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","82","34","82","96"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/CreateBlastDatabaseJob.cs","269","47","269","87"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","277","32","277","87"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","314","28","314","74"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","334","24","334","63"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","386","32","386","98"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","233","30","233","99"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","407","34","407","103"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Jobs/DatasetDownloadJob.cs","350","34","350","103"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/Ribosoft/Program.cs","283","30","283","99"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/RibosoftAlgo.Tests/CppTestWrapper.cs","101","31","101","91"
"Call to System.IO.Path.Combine","Finds calls to System.IO.Path's Combine method","recommendation","Call to 'System.IO.Path.Combine'.","/RibosoftAlgo.Tests/CppTestWrapper.cs","103","16","103","51"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","133","20","133","46"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","143","20","143","48"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","161","31","161","184"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","185","31","185","129"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","204","31","204","80"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","220","13","220","45"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","232","31","232","78"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","240","13","240","44"
"Calls to unmanaged code","Finds calls to ""extern"" methods (which are implemented by unmanaged code).","recommendation","Replace this call with a call to managed code if possible.","/Ribosoft/RibosoftAlgo/RibosoftAlgo.cs","268","39","268","101"
"Virtual call in constructor or destructor","Finds virtual calls or accesses in a constructor or destructor","warning","Avoid virtual calls in a constructor or destructor.","/Ribosoft/Models/Assembly.cs","87","13","87","16"
"Virtual call in constructor or destructor","Finds virtual calls or accesses in a constructor or destructor","warning","Avoid virtual calls in a constructor or destructor.","/Ribosoft/Models/Job.cs","66","13","66","24"
"Virtual call in constructor or destructor","Finds virtual calls or accesses in a constructor or destructor","warning","Avoid virtual calls in a constructor or destructor.","/Ribosoft/Models/Ribozyme.cs","19","13","19","35"
"Local scope variable shadows member","A local scope variable that shadows a member with the same name can be confusing, and can result in logic errors.","recommendation","Local scope variable 'RNAStructure' shadows [[""GenerateCandidates.RNAStructure""|""relative:///Ribosoft/Jobs/GenerateCandidates.cs:72:24:72:35""]].","/Ribosoft/Jobs/GenerateCandidates.cs","549","115","549","126"
"Local scope variable shadows member","A local scope variable that shadows a member with the same name can be confusing, and can result in logic errors.","recommendation","Local scope variable 'param' shadows [[""Filter.param""|""relative:///Ribosoft/Models/JobsViewModels/JobDetailsViewModel.cs:22:27:22:31""]].","/Ribosoft/Models/JobsViewModels/JobDetailsViewModel.cs","52","44","52","48"
"String concatenation in loop","Finds code that performs string concatenation in a loop using the + operator.","recommendation","String concatenation in loop: use 'StringBuilder'.","/Ribosoft/Controllers/JobsController.cs","118","17","118","48"
"String concatenation in loop","Finds code that performs string concatenation in a loop using the + operator.","recommendation","String concatenation in loop: use 'StringBuilder'.","/Ribosoft/Controllers/JobsController.cs","894","29","894","242"
"String concatenation in loop","Finds code that performs string concatenation in a loop using the + operator.","recommendation","String concatenation in loop: use 'StringBuilder'.","/Ribosoft/Controllers/JobsController.cs","923","29","923","373"
"String concatenation in loop","Finds code that performs string concatenation in a loop using the + operator.","recommendation","String concatenation in loop: use 'StringBuilder'.","/Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs","139","21","139","54"
"String concatenation in loop","Finds code that performs string concatenation in a loop using the + operator.","recommendation","String concatenation in loop: use 'StringBuilder'.","/Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs","150","21","150","55"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Blast/Blaster.cs:115:36:115:71""]].","/Ribosoft/Blast/Blaster.cs","113","21","113","68"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Extensions/HtmlHelperExtensions.cs:76:21:76:64""]].","/Ribosoft/Extensions/HtmlHelperExtensions.cs","75","22","75","77"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Jobs/UpdateAssemblyDatabase.cs:67:36:67:73""]].","/Ribosoft/Jobs/UpdateAssemblyDatabase.cs","64","21","64","70"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Services/DatasetDownloadService.cs:300:29:300:64""]].","/Ribosoft/Services/DatasetDownloadService.cs","299","54","299","101"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Admin/Logs.cshtml:227:88:227:114""]].
Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Admin/Logs.cshtml:225:97:225:123""]].","/Ribosoft/Views/Admin/Logs.cshtml","225","54","225","92"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Admin/Logs.cshtml:282:88:282:117""]].
Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Admin/Logs.cshtml:280:100:280:129""]].","/Ribosoft/Views/Admin/Logs.cshtml","280","54","280","95"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Assemblies/BrowseDatasets.cshtml:49:18:49:34""]].","/Ribosoft/Views/Assemblies/BrowseDatasets.cshtml","45","14","45","42"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Assemblies/BrowseDatasets.cshtml:58:18:58:34""]].","/Ribosoft/Views/Assemblies/BrowseDatasets.cshtml","54","14","54","42"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Assemblies/Downloads.cshtml:50:18:50:36""]].","/Ribosoft/Views/Assemblies/Downloads.cshtml","46","14","46","44"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Assemblies/Downloads.cshtml:59:18:59:34""]].","/Ribosoft/Views/Assemblies/Downloads.cshtml","55","14","55","42"
"Inefficient use of ContainsKey","Testing whether a dictionary contains a value before getting it is inefficient and redundant. Use 'TryGetValue' to combine these two steps.","recommendation","Inefficient use of 'ContainsKey' and [[""indexer""|""relative:///Ribosoft/Views/Assemblies/Index.cshtml:50:14:50:30""]].","/Ribosoft/Views/Assemblies/Index.cshtml","46","10","46","38"
"Invalid string formatting","Calling 'string.Format()' with either an invalid format string or incorrect number of arguments may result in dropped arguments or a 'System.FormatException'.","error","The [[""format string""|""relative:///Ribosoft/ValidationAttributes/OpenReadingFrameStartAttribute.cs:24:29:24:62""]] ignores [[""this supplied value""|""relative:///Ribosoft/ValidationAttributes/OpenReadingFrameStartAttribute.cs:46:77:46:80""]].","/Ribosoft/ValidationAttributes/OpenReadingFrameStartAttribute.cs","46","20","46","81"
"Invalid string formatting","Calling 'string.Format()' with either an invalid format string or incorrect number of arguments may result in dropped arguments or a 'System.FormatException'.","error","The [[""format string""|""relative:///Ribosoft/ValidationAttributes/UniqueAlphaNumericStructureAttribute.cs:32:29:32:85""]] ignores [[""this supplied value""|""relative:///Ribosoft/ValidationAttributes/UniqueAlphaNumericStructureAttribute.cs:78:77:78:80""]].","/Ribosoft/ValidationAttributes/UniqueAlphaNumericStructureAttribute.cs","78","20","78","81"
"Invalid string formatting","Calling 'string.Format()' with either an invalid format string or incorrect number of arguments may result in dropped arguments or a 'System.FormatException'.","error","The [[""format string""|""relative:///Ribosoft/ValidationAttributes/ValidStructureAttribute.cs:29:29:29:119""]] ignores [[""this supplied value""|""relative:///Ribosoft/ValidationAttributes/ValidStructureAttribute.cs:107:77:107:80""]].","/Ribosoft/ValidationAttributes/ValidStructureAttribute.cs","107","20","107","81"
"Invalid string formatting","Calling 'string.Format()' with either an invalid format string or incorrect number of arguments may result in dropped arguments or a 'System.FormatException'.","error","The [[""format string""|""relative:///Ribosoft/ValidationAttributes/ValidateRequestAttribute.cs:30:29:30:117""]] ignores [[""this supplied value""|""relative:///Ribosoft/ValidationAttributes/ValidateRequestAttribute.cs:66:77:66:80""]].","/Ribosoft/ValidationAttributes/ValidateRequestAttribute.cs","66","20","66","81"
"Invalid string formatting","Calling 'string.Format()' with either an invalid format string or incorrect number of arguments may result in dropped arguments or a 'System.FormatException'.","error","The [[""format string""|""relative:///Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs:32:29:32:98""]] ignores [[""this supplied value""|""relative:///Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs:117:77:117:80""]].","/Ribosoft/ValidationAttributes/ValidateRibozymeStructureAttribute.cs","117","20","117","81"
